trip_id,vehicle_id,driver_id,trip_date,origin,destination,distance_km,duration_hr,fuel_liters,fuel_cost,purpose
T02674,V002,D074,2026-04-03,Riverside Hub,Springfield Depot,280.7,4.73,37.8,60.65,service_run
T03258,V040,D067,2026-04-03,Northgate DC,Springfield Depot,217.0,4.94,34.8,60.64,pickup
T03377,V004,D003,2026-04-03,Airport Cargo,Downtown Drop,353.3,7.06,37.2,60.93,transfer
T03385,V068,D025,2026-04-03,Harbor Terminal,Riverside Hub,333.0,5.37,60.5,95.22,delivery
T03465,V092,D044,2026-04-03,Eastfield Park,Westside Yard,181.3,3.24,32.0,53.76,delivery
T03527,V068,D025,2026-04-03,Downtown Drop,Harbor Terminal,145.8,2.58,21.5,34.2,delivery
T03547,V117,D027,2026-04-03,Riverside Hub,Springfield Depot,496.9,12.16,47.9,79.75,delivery
T03564,V061,D001,2026-04-03,Downtown Drop,Airport Cargo,278.7,5.61,25.6,39.4,delivery
T03700,V110,D072,2026-04-03,Westside Yard,Riverside Hub,55.6,0.96,8.6,13.12,service_run
T03810,V006,D006,2026-04-03,Riverside Hub,Eastfield Park,399.0,7.21,47.0,77.42,delivery
T05113,V021,D037,2026-04-03,Harbor Terminal,Downtown Drop,326.6,5.4,48.1,78.39,service_run
T05140,V107,D015,2026-04-03,Downtown Drop,Harbor Terminal,425.3,7.94,40.5,64.65,delivery
T00985,V019,D041,2026-04-04,Westside Yard,Airport Cargo,494.7,9.76,78.8,125.15,service_run
T02477,V074,D009,2026-04-04,Northgate DC,Riverside Hub,16.5,0.43,2.1,3.55,delivery
T02626,V021,D037,2026-04-04,Airport Cargo,Harbor Terminal,111.6,1.89,20.2,30.31,delivery
T02805,V109,D051,2026-04-04,Westside Yard,Airport Cargo,72.6,1.62,8.6,14.19,delivery
T03752,V037,D035,2026-04-04,Airport Cargo,Northgate DC,598.2,12.79,65.7,103.57,delivery
T03768,V002,D074,2026-04-04,Northgate DC,Westside Yard,142.3,2.3,18.4,31.68,delivery
T03944,V046,D071,2026-04-04,Downtown Drop,Eastfield Park,455.7,8.09,64.6,109.57,service_run
T04214,V110,D072,2026-04-04,Springfield Depot,Westside Yard,310.4,5.54,41.4,66.31,pickup
T04307,V021,D037,2026-04-04,Harbor Terminal,Riverside Hub,452.1,11.56,81.2,132.21,pickup
T04345,V074,D009,2026-04-04,Springfield Depot,Eastfield Park,329.1,8.38,59.5,91.52,delivery
T04621,V101,D017,2026-04-04,Northgate DC,Westside Yard,249.5,5.57,37.3,55.57,pickup
T04671,V026,D021,2026-04-04,Downtown Drop,Airport Cargo,164.6,3.69,20.6,33.85,delivery
T04849,V048,D036,2026-04-04,Westside Yard,Northgate DC,80.3,1.57,10.3,17.43,delivery
T00283,V014,D031,2026-04-05,Springfield Depot,Airport Cargo,385.9,7.35,36.9,63.54,transfer
T00400,V047,D050,2026-04-05,Riverside Hub,Downtown Drop,373.5,7.82,35.5,55.07,delivery
T00540,V028,D064,2026-04-05,Westside Yard,Northgate DC,368.6,6.5,44.3,71.43,delivery
T01460,V014,D031,2026-04-05,Harbor Terminal,Springfield Depot,380.2,6.88,38.2,57.98,pickup
T02594,V021,D037,2026-04-05,Riverside Hub,Eastfield Park,141.9,2.12,21.0,34.21,service_run
T02739,V045,D076,2026-04-05,Riverside Hub,Harbor Terminal,337.2,5.07,31.4,52.74,service_run
T02741,V038,D011,2026-04-05,Westside Yard,Harbor Terminal,568.4,10.76,93.7,159.51,delivery
T02972,V024,D079,2026-04-05,Riverside Hub,Westside Yard,20.9,0.35,1.9,2.84,service_run
T03217,V026,D021,2026-04-05,Riverside Hub,Springfield Depot,445.4,8.69,47.6,74.46,delivery
T03469,V087,D039,2026-04-05,Harbor Terminal,Springfield Depot,410.4,6.02,62.4,102.21,transfer
T03488,V008,D046,2026-04-05,Eastfield Park,Airport Cargo,585.0,9.53,105.7,176.79,delivery
T03668,V018,D028,2026-04-05,Northgate DC,Westside Yard,327.9,5.46,56.7,93.61,delivery
T03986,V087,D039,2026-04-05,Harbor Terminal,Downtown Drop,383.2,5.77,46.0,73.59,transfer
T04091,V048,D036,2026-04-05,Airport Cargo,Northgate DC,550.1,11.78,96.5,163.54,delivery
T04566,V116,D012,2026-04-05,Northgate DC,Eastfield Park,445.9,7.09,55.8,88.53,transfer
T04628,V019,D041,2026-04-05,Harbor Terminal,Airport Cargo,18.0,0.31,1.8,2.65,service_run
T04682,V070,D026,2026-04-05,Westside Yard,Northgate DC,88.2,1.39,8.8,13.86,delivery
T04765,V098,D018,2026-04-05,Harbor Terminal,Northgate DC,562.2,8.86,100.2,158.75,pickup
T05179,V007,D004,2026-04-05,Springfield Depot,Riverside Hub,301.5,4.38,39.7,67.78,service_run
T00872,V008,D046,2026-04-06,Airport Cargo,Northgate DC,226.5,5.37,24.9,39.08,service_run
T00967,V012,D057,2026-04-06,Airport Cargo,Westside Yard,74.0,1.28,8.7,12.66,service_run
T01228,V101,D017,2026-04-06,Harbor Terminal,Riverside Hub,80.2,1.32,11.4,18.08,delivery
T01344,V013,D016,2026-04-06,Downtown Drop,Eastfield Park,575.3,11.1,99.0,155.85,delivery
T01435,V008,D046,2026-04-06,Downtown Drop,Airport Cargo,244.6,6.3,42.7,69.59,delivery
T01747,V018,D028,2026-04-06,Eastfield Park,Riverside Hub,359.2,5.93,44.6,65.93,transfer
T02094,V003,D058,2026-04-06,Westside Yard,Airport Cargo,131.1,2.5,14.4,24.06,transfer
T02815,V038,D011,2026-04-06,Northgate DC,Springfield Depot,204.9,3.31,33.9,52.87,delivery
T02986,V108,D063,2026-04-06,Airport Cargo,Downtown Drop,362.3,8.15,50.3,87.88,delivery
T03355,V107,D015,2026-04-06,Airport Cargo,Westside Yard,140.6,2.09,15.2,24.57,transfer
T03636,V024,D079,2026-04-06,Harbor Terminal,Northgate DC,419.2,6.82,47.0,73.97,service_run
T04536,V063,D010,2026-04-06,Eastfield Park,Downtown Drop,115.4,1.81,10.9,18.52,pickup
T05119,V012,D057,2026-04-06,Springfield Depot,Northgate DC,608.7,9.92,73.2,114.2,transfer
T00092,V098,D018,2026-04-07,Springfield Depot,Westside Yard,25.2,0.41,2.7,3.97,service_run
T00125,V043,D073,2026-04-07,Downtown Drop,Westside Yard,262.4,4.63,43.1,65.87,transfer
T00139,V046,D071,2026-04-07,Springfield Depot,Westside Yard,264.5,4.09,35.5,54.12,delivery
T00817,V037,D035,2026-04-07,Westside Yard,Airport Cargo,427.3,10.04,66.6,96.82,pickup
T00974,V029,D060,2026-04-07,Harbor Terminal,Riverside Hub,265.5,6.08,26.3,40.46,service_run
T01073,V065,D080,2026-04-07,Airport Cargo,Northgate DC,576.7,13.34,63.2,110.43,delivery
T01185,V077,D029,2026-04-07,Eastfield Park,Northgate DC,368.0,6.08,36.6,56.25,delivery
T01359,V095,D034,2026-04-07,Northgate DC,Springfield Depot,594.6,9.03,61.7,92.5,delivery
T01452,V050,D007,2026-04-07,Airport Cargo,Downtown Drop,549.5,12.92,89.0,131.78,delivery
T01703,V019,D041,2026-04-07,Springfield Depot,Westside Yard,127.5,2.57,21.4,37.11,pickup
T01827,V074,D009,2026-04-07,Springfield Depot,Harbor Terminal,437.9,7.1,54.2,94.44,transfer
T01944,V039,D045,2026-04-07,Riverside Hub,Airport Cargo,429.0,7.13,59.4,93.41,service_run
T02127,V053,D019,2026-04-07,Airport Cargo,Riverside Hub,544.1,8.98,77.9,114.42,service_run
T02227,V045,D076,2026-04-07,Springfield Depot,Westside Yard,611.8,9.44,57.8,90.98,delivery
T02622,V037,D035,2026-04-07,Downtown Drop,Springfield Depot,319.3,7.0,40.0,67.35,delivery
T02976,V053,D019,2026-04-07,Northgate DC,Airport Cargo,301.6,6.22,28.2,49.15,transfer
T03151,V008,D046,2026-04-07,Downtown Drop,Harbor Terminal,519.7,7.7,58.6,95.62,delivery
T03350,V032,D062,2026-04-07,Northgate DC,Westside Yard,203.0,4.2,21.1,32.66,delivery
T03682,V077,D029,2026-04-07,Riverside Hub,Springfield Depot,285.1,5.63,32.0,54.19,pickup
T03942,V027,D049,2026-04-07,Springfield Depot,Eastfield Park,383.1,9.87,47.5,81.93,service_run
T03961,V062,D056,2026-04-07,Northgate DC,Eastfield Park,153.5,2.94,20.6,31.73,delivery
T04462,V062,D056,2026-04-07,Harbor Terminal,Northgate DC,434.3,6.34,49.5,79.97,delivery
T04469,V105,D023,2026-04-07,Downtown Drop,Airport Cargo,303.4,6.82,36.6,58.6,delivery
T04651,V041,D047,2026-04-07,Northgate DC,Downtown Drop,272.0,5.19,25.8,38.49,delivery
T04762,V019,D041,2026-04-07,Harbor Terminal,Springfield Depot,95.5,1.41,13.4,21.99,delivery
T04811,V087,D039,2026-04-07,Springfield Depot,Northgate DC,113.2,2.35,11.6,17.56,delivery
T00552,V080,D054,2026-04-08,Airport Cargo,Springfield Depot,377.7,6.05,34.7,56.43,transfer
T00761,V110,D072,2026-04-08,Downtown Drop,Northgate DC,83.7,1.53,7.7,11.17,pickup
T00989,V028,D064,2026-04-08,Westside Yard,Northgate DC,476.6,7.42,76.4,127.52,pickup
T01077,V074,D009,2026-04-08,Riverside Hub,Downtown Drop,266.2,4.91,40.0,63.74,transfer
T01633,V095,D034,2026-04-08,Harbor Terminal,Northgate DC,408.4,10.5,39.6,64.16,pickup
T01782,V061,D001,2026-04-08,Springfield Depot,Airport Cargo,551.1,9.82,82.6,125.22,pickup
T01785,V055,D059,2026-04-08,Harbor Terminal,Westside Yard,109.6,1.64,14.6,23.07,transfer
T02200,V081,D042,2026-04-08,Harbor Terminal,Springfield Depot,95.4,1.94,9.8,14.86,pickup
T02678,V041,D047,2026-04-08,Northgate DC,Westside Yard,246.9,4.37,27.8,48.57,delivery
T02722,V024,D079,2026-04-08,Eastfield Park,Downtown Drop,318.9,4.71,33.2,52.14,delivery
T03185,V108,D063,2026-04-08,Springfield Depot,Northgate DC,367.7,5.44,63.0,100.39,delivery
T03205,V024,D079,2026-04-08,Springfield Depot,Harbor Terminal,331.4,6.15,59.7,102.92,delivery
T03522,V041,D047,2026-04-08,Riverside Hub,Harbor Terminal,596.9,9.3,79.7,119.13,delivery
T03661,V043,D073,2026-04-08,Airport Cargo,Downtown Drop,438.0,7.49,65.4,112.1,delivery
T03684,V102,D038,2026-04-08,Riverside Hub,Eastfield Park,146.1,3.11,18.0,27.25,delivery
T03718,V044,D020,2026-04-08,Airport Cargo,Westside Yard,59.1,1.09,7.4,12.31,delivery
T04672,V026,D021,2026-04-08,Eastfield Park,Airport Cargo,465.8,8.11,61.7,100.56,pickup
T04972,V104,D068,2026-04-08,Downtown Drop,Airport Cargo,38.5,0.56,4.9,7.63,delivery
T00011,V052,D065,2026-04-09,Riverside Hub,Springfield Depot,566.0,11.23,53.8,84.42,delivery
T00794,V063,D010,2026-04-09,Eastfield Park,Airport Cargo,134.9,3.42,23.4,35.86,delivery
T01017,V055,D059,2026-04-09,Westside Yard,Harbor Terminal,481.2,8.73,53.7,84.18,pickup
T01558,V043,D073,2026-04-09,Downtown Drop,Springfield Depot,351.3,6.55,48.8,80.2,service_run
T01646,V062,D056,2026-04-09,Springfield Depot,Airport Cargo,598.7,14.19,91.3,155.86,delivery
T02078,V027,D049,2026-04-09,Westside Yard,Eastfield Park,300.8,4.81,35.2,60.17,delivery
T02125,V107,D015,2026-04-09,Downtown Drop,Northgate DC,106.4,2.12,10.4,17.88,delivery
T02233,V062,D056,2026-04-09,Harbor Terminal,Springfield Depot,555.1,7.95,90.3,137.67,service_run
T02424,V043,D073,2026-04-09,Eastfield Park,Harbor Terminal,134.5,1.94,17.2,25.44,transfer
T02998,V046,D071,2026-04-09,Riverside Hub,Airport Cargo,294.8,6.96,47.6,69.37,service_run
T03180,V060,D005,2026-04-09,Springfield Depot,Downtown Drop,105.1,1.65,10.6,15.8,service_run
T03577,V046,D071,2026-04-09,Riverside Hub,Downtown Drop,438.1,7.87,65.3,110.26,transfer
T03749,V102,D038,2026-04-09,Airport Cargo,Riverside Hub,419.5,7.59,68.9,107.6,delivery
T03785,V109,D051,2026-04-09,Springfield Depot,Eastfield Park,256.3,4.25,29.6,49.05,service_run
T04819,V084,D013,2026-04-09,Eastfield Park,Riverside Hub,427.3,10.43,43.7,65.12,delivery
T05184,V087,D039,2026-04-09,Northgate DC,Downtown Drop,470.4,10.7,49.4,77.62,transfer
T00398,V059,D002,2026-04-10,Northgate DC,Downtown Drop,52.2,1.05,6.0,10.16,transfer
T00855,V038,D011,2026-04-10,Northgate DC,Westside Yard,80.1,1.42,10.0,15.1,delivery
T01205,V039,D045,2026-04-10,Downtown Drop,Westside Yard,472.6,7.3,70.0,107.73,pickup
T01222,V030,D022,2026-04-10,Harbor Terminal,Springfield Depot,64.2,1.23,7.8,13.13,delivery
T01286,V008,D046,2026-04-10,Westside Yard,Airport Cargo,487.3,9.3,86.2,146.62,delivery
T01308,V069,D066,2026-04-10,Downtown Drop,Eastfield Park,27.5,0.53,3.3,4.99,delivery
T01489,V014,D031,2026-04-10,Northgate DC,Downtown Drop,47.9,0.82,6.2,9.35,transfer
T02071,V019,D041,2026-04-10,Downtown Drop,Northgate DC,48.2,0.75,7.9,12.38,delivery
T02255,V060,D005,2026-04-10,Northgate DC,Springfield Depot,171.0,3.55,24.4,40.85,transfer
T02272,V029,D060,2026-04-10,Downtown Drop,Eastfield Park,160.2,2.4,25.0,39.7,transfer
T02468,V018,D028,2026-04-10,Northgate DC,Harbor Terminal,402.2,7.98,38.1,55.77,delivery
T02522,V008,D046,2026-04-10,Airport Cargo,Northgate DC,538.2,12.21,73.4,114.28,transfer
T03283,V070,D026,2026-04-10,Westside Yard,Airport Cargo,491.7,7.81,69.5,114.39,delivery
T03354,V061,D001,2026-04-10,Eastfield Park,Springfield Depot,442.6,7.24,44.0,65.51,service_run
T03366,V046,D071,2026-04-10,Eastfield Park,Springfield Depot,174.7,3.7,30.5,46.12,delivery
T03514,V107,D015,2026-04-10,Northgate DC,Airport Cargo,272.4,6.56,30.0,49.45,delivery
T03709,V068,D025,2026-04-10,Westside Yard,Springfield Depot,575.6,12.19,97.8,160.09,transfer
T03737,V069,D066,2026-04-10,Harbor Terminal,Airport Cargo,202.5,2.98,19.1,28.72,pickup
T04083,V052,D065,2026-04-10,Downtown Drop,Springfield Depot,377.3,5.75,37.1,55.45,delivery
T04675,V087,D039,2026-04-10,Harbor Terminal,Springfield Depot,428.4,7.15,39.4,60.77,delivery
T04780,V004,D003,2026-04-10,Northgate DC,Downtown Drop,168.8,2.51,30.2,50.62,delivery
T04832,V019,D041,2026-04-10,Downtown Drop,Springfield Depot,450.4,7.61,47.4,79.99,delivery
T00074,V113,D053,2026-04-11,Eastfield Park,Harbor Terminal,444.8,7.91,45.9,75.74,pickup
T00529,V010,D040,2026-04-11,Harbor Terminal,Springfield Depot,276.7,4.63,25.2,40.07,delivery
T00760,V030,D022,2026-04-11,Westside Yard,Springfield Depot,416.8,9.73,41.6,66.04,delivery
T01088,V028,D064,2026-04-11,Riverside Hub,Airport Cargo,412.1,7.66,54.9,93.29,transfer
T01229,V028,D064,2026-04-11,Westside Yard,Harbor Terminal,593.4,11.14,96.0,143.28,service_run
T01231,V059,D002,2026-04-11,Springfield Depot,Westside Yard,357.2,5.86,41.4,61.67,delivery
T01543,V002,D074,2026-04-11,Airport Cargo,Westside Yard,220.7,3.79,38.8,62.73,delivery
T01740,V102,D038,2026-04-11,Riverside Hub,Eastfield Park,533.6,9.36,52.1,84.82,pickup
T01974,V105,D023,2026-04-11,Harbor Terminal,Airport Cargo,398.9,6.18,60.2,88.06,delivery
T02345,V046,D071,2026-04-11,Eastfield Park,Springfield Depot,529.8,10.95,80.4,134.67,transfer
T02826,V037,D035,2026-04-11,Riverside Hub,Springfield Depot,539.4,9.51,54.3,91.6,transfer
T03083,V080,D054,2026-04-11,Westside Yard,Springfield Depot,505.8,12.03,68.6,107.86,service_run
T03169,V006,D006,2026-04-11,Springfield Depot,Riverside Hub,139.8,2.13,23.4,35.65,transfer
T03273,V006,D006,2026-04-11,Eastfield Park,Riverside Hub,139.8,2.38,22.2,38.79,transfer
T03679,V053,D019,2026-04-11,Harbor Terminal,Airport Cargo,567.5,13.3,61.3,97.84,pickup
T04126,V108,D063,2026-04-11,Springfield Depot,Northgate DC,44.1,0.73,4.8,7.81,transfer
T00315,V087,D039,2026-04-12,Northgate DC,Eastfield Park,88.1,1.36,9.5,16.04,delivery
T00568,V061,D001,2026-04-12,Springfield Depot,Riverside Hub,370.1,8.62,42.9,74.47,delivery
T00652,V021,D037,2026-04-12,Northgate DC,Airport Cargo,53.4,0.83,5.1,7.43,transfer
T00684,V028,D064,2026-04-12,Downtown Drop,Harbor Terminal,469.4,7.67,47.9,80.12,pickup
T01531,V019,D041,2026-04-12,Westside Yard,Riverside Hub,192.7,4.65,31.6,52.73,delivery
T02914,V087,D039,2026-04-12,Northgate DC,Harbor Terminal,21.4,0.38,2.3,3.73,service_run
T03053,V008,D046,2026-04-12,Downtown Drop,Airport Cargo,460.6,9.54,61.9,98.96,transfer
T03281,V024,D079,2026-04-12,Airport Cargo,Westside Yard,228.2,4.38,23.6,35.68,service_run
T03542,V063,D010,2026-04-12,Harbor Terminal,Riverside Hub,25.0,0.4,2.9,4.71,delivery
T03912,V043,D073,2026-04-12,Westside Yard,Downtown Drop,92.0,1.8,9.7,14.4,transfer
T04132,V077,D029,2026-04-12,Downtown Drop,Airport Cargo,336.9,7.55,35.5,59.24,pickup
T04632,V028,D064,2026-04-12,Harbor Terminal,Airport Cargo,604.4,8.88,106.1,169.29,delivery
T04977,V094,D078,2026-04-12,Eastfield Park,Riverside Hub,21.3,0.31,3.1,4.82,delivery
T05177,V077,D029,2026-04-12,Airport Cargo,Riverside Hub,396.8,6.72,63.9,103.6,delivery
T00347,V069,D066,2026-04-13,Eastfield Park,Airport Cargo,309.1,6.48,33.7,50.2,delivery
T00958,V107,D015,2026-04-13,Airport Cargo,Harbor Terminal,198.0,3.91,20.5,34.48,service_run
T01240,V041,D047,2026-04-13,Harbor Terminal,Airport Cargo,558.2,14.34,72.9,118.9,service_run
T01244,V082,D055,2026-04-13,Northgate DC,Airport Cargo,292.0,5.47,38.2,62.23,service_run
T01407,V004,D003,2026-04-13,Downtown Drop,Harbor Terminal,479.9,9.81,49.3,78.6,delivery
T01510,V029,D060,2026-04-13,Springfield Depot,Harbor Terminal,358.6,6.3,33.1,55.67,delivery
T01638,V019,D041,2026-04-13,Westside Yard,Downtown Drop,220.9,3.74,31.8,47.17,transfer
T01945,V044,D020,2026-04-13,Springfield Depot,Eastfield Park,456.0,8.39,55.9,95.54,delivery
T01964,V012,D057,2026-04-13,Riverside Hub,Springfield Depot,514.9,10.94,52.1,76.5,delivery
T02264,V048,D036,2026-04-13,Springfield Depot,Westside Yard,201.1,4.02,23.3,35.63,service_run
T02465,V024,D079,2026-04-13,Harbor Terminal,Downtown Drop,338.4,4.93,46.8,80.89,pickup
T02497,V094,D078,2026-04-13,Riverside Hub,Eastfield Park,246.8,3.84,23.3,34.16,pickup
T02697,V116,D012,2026-04-13,Harbor Terminal,Northgate DC,26.3,0.42,2.4,3.49,delivery
T03411,V026,D021,2026-04-13,Harbor Terminal,Eastfield Park,84.6,1.28,11.8,18.79,service_run
T03474,V116,D012,2026-04-13,Harbor Terminal,Downtown Drop,314.9,6.49,46.0,74.76,service_run
T03721,V030,D022,2026-04-13,Springfield Depot,Westside Yard,586.5,13.99,76.9,125.69,transfer
T03769,V117,D027,2026-04-13,Downtown Drop,Riverside Hub,217.9,3.87,33.6,56.71,pickup
T03803,V065,D080,2026-04-13,Eastfield Park,Riverside Hub,449.3,8.62,81.1,128.65,transfer
T03883,V098,D018,2026-04-13,Westside Yard,Riverside Hub,514.2,8.67,48.7,72.92,service_run
T03926,V024,D079,2026-04-13,Springfield Depot,Downtown Drop,412.2,6.01,43.9,71.07,transfer
T04034,V082,D055,2026-04-13,Riverside Hub,Harbor Terminal,504.6,7.31,54.2,92.26,transfer
T04114,V060,D005,2026-04-13,Riverside Hub,Springfield Depot,606.8,9.98,69.6,107.92,pickup
T04844,V061,D001,2026-04-13,Westside Yard,Springfield Depot,172.6,2.97,21.6,33.62,pickup
T05157,V035,D069,2026-04-13,Eastfield Park,Northgate DC,530.0,9.09,87.2,135.73,delivery
T00101,V102,D038,2026-04-14,Northgate DC,Harbor Terminal,387.9,6.91,54.0,91.38,pickup
T00448,V002,D074,2026-04-14,Eastfield Park,Northgate DC,601.7,8.81,66.1,115.67,transfer
T00663,V013,D016,2026-04-14,Westside Yard,Downtown Drop,402.3,8.61,53.7,91.86,delivery
T00678,V104,D068,2026-04-14,Westside Yard,Eastfield Park,195.5,4.45,32.1,49.96,delivery
T00963,V062,D056,2026-04-14,Harbor Terminal,Eastfield Park,71.9,1.07,9.6,15.67,delivery
T01112,V114,D070,2026-04-14,Westside Yard,Springfield Depot,268.9,7.0,26.6,44.26,pickup
T01664,V050,D007,2026-04-14,Downtown Drop,Harbor Terminal,447.4,6.41,68.1,118.74,delivery
T02015,V074,D009,2026-04-14,Airport Cargo,Springfield Depot,15.9,0.4,2.4,3.49,transfer
T02023,V052,D065,2026-04-14,Harbor Terminal,Riverside Hub,318.3,4.6,32.9,49.57,delivery
T02076,V046,D071,2026-04-14,Riverside Hub,Springfield Depot,155.8,3.22,18.3,31.04,delivery
T02277,V018,D028,2026-04-14,Northgate DC,Airport Cargo,524.9,13.17,56.5,97.62,delivery
T02404,V092,D044,2026-04-14,Springfield Depot,Airport Cargo,317.6,5.03,40.4,63.35,transfer
T03439,V095,D034,2026-04-14,Eastfield Park,Airport Cargo,526.2,12.74,75.8,128.08,delivery
T03719,V047,D050,2026-04-14,Downtown Drop,Harbor Terminal,226.2,4.36,29.4,50.36,service_run
T03920,V102,D038,2026-04-14,Westside Yard,Springfield Depot,265.8,4.15,26.4,44.84,service_run
T04309,V010,D040,2026-04-14,Westside Yard,Riverside Hub,617.8,9.02,98.9,170.22,delivery
T04576,V013,D016,2026-04-14,Harbor Terminal,Riverside Hub,74.4,1.38,7.7,12.47,delivery
T05026,V044,D020,2026-04-14,Springfield Depot,Westside Yard,166.6,2.82,18.5,30.83,service_run
T00064,V104,D068,2026-04-15,Eastfield Park,Westside Yard,353.9,6.0,39.7,66.09,delivery
T00085,V068,D025,2026-04-15,Eastfield Park,Harbor Terminal,233.3,3.63,34.8,60.7,delivery
T00239,V061,D001,2026-04-15,Downtown Drop,Riverside Hub,571.8,13.25,99.1,152.15,service_run
T00715,V062,D056,2026-04-15,Harbor Terminal,Westside Yard,304.7,5.5,44.5,64.81,delivery
T00839,V108,D063,2026-04-15,Springfield Depot,Westside Yard,537.9,12.07,87.2,130.21,service_run
T00955,V082,D055,2026-04-15,Harbor Terminal,Downtown Drop,363.3,5.9,35.6,58.2,pickup
T01136,V061,D001,2026-04-15,Downtown Drop,Riverside Hub,155.7,2.49,15.7,27.38,transfer
T01450,V055,D059,2026-04-15,Springfield Depot,Westside Yard,453.9,7.56,72.8,106.38,service_run
T01520,V081,D042,2026-04-15,Springfield Depot,Westside Yard,429.8,10.23,49.8,76.39,transfer
T01853,V029,D060,2026-04-15,Airport Cargo,Riverside Hub,257.8,3.9,23.5,35.69,delivery
T01929,V003,D058,2026-04-15,Harbor Terminal,Airport Cargo,157.7,2.49,14.8,22.61,delivery
T02128,V046,D071,2026-04-15,Harbor Terminal,Riverside Hub,229.5,3.76,31.7,47.29,transfer
T02249,V010,D040,2026-04-15,Airport Cargo,Springfield Depot,576.5,11.38,99.7,151.7,delivery
T03160,V050,D007,2026-04-15,Eastfield Park,Riverside Hub,143.8,3.6,17.1,25.44,pickup
T03167,V059,D002,2026-04-15,Eastfield Park,Springfield Depot,228.1,5.95,28.3,48.24,delivery
T04349,V107,D015,2026-04-15,Riverside Hub,Eastfield Park,461.8,7.78,77.1,114.26,pickup
T04604,V082,D055,2026-04-15,Airport Cargo,Downtown Drop,289.0,4.93,30.1,50.8,pickup
T04808,V095,D034,2026-04-15,Westside Yard,Airport Cargo,341.3,5.99,45.3,77.73,service_run
T04877,V028,D064,2026-04-15,Westside Yard,Downtown Drop,223.0,3.82,22.3,35.68,service_run
T05016,V074,D009,2026-04-15,Westside Yard,Airport Cargo,368.8,6.67,35.2,59.58,delivery
T05141,V117,D027,2026-04-15,Riverside Hub,Northgate DC,558.0,10.37,56.6,97.4,delivery
T00467,V010,D040,2026-04-16,Downtown Drop,Airport Cargo,19.8,0.3,2.2,3.68,transfer
T01194,V018,D028,2026-04-16,Springfield Depot,Westside Yard,348.5,6.18,56.0,86.29,delivery
T01388,V019,D041,2026-04-16,Riverside Hub,Springfield Depot,177.8,2.6,30.7,49.93,delivery
T01410,V047,D050,2026-04-16,Springfield Depot,Westside Yard,313.4,7.75,39.8,64.46,delivery
T01458,V081,D042,2026-04-16,Harbor Terminal,Westside Yard,300.7,6.39,32.1,55.97,delivery
T01530,V116,D012,2026-04-16,Springfield Depot,Eastfield Park,367.1,5.66,52.6,79.59,delivery
T01622,V045,D076,2026-04-16,Eastfield Park,Harbor Terminal,452.3,7.12,60.7,102.67,service_run
T01716,V007,D004,2026-04-16,Springfield Depot,Airport Cargo,560.9,9.65,77.0,118.8,delivery
T01842,V105,D023,2026-04-16,Downtown Drop,Riverside Hub,534.4,11.0,52.1,80.82,service_run
T01932,V059,D002,2026-04-16,Northgate DC,Westside Yard,455.8,7.06,68.0,116.95,delivery
T02316,V029,D060,2026-04-16,Springfield Depot,Airport Cargo,330.0,7.48,37.3,57.58,delivery
T02334,V006,D006,2026-04-16,Riverside Hub,Eastfield Park,461.6,6.82,54.2,89.11,transfer
T02827,V030,D022,2026-04-16,Downtown Drop,Eastfield Park,505.1,8.11,49.2,78.0,delivery
T03116,V104,D068,2026-04-16,Downtown Drop,Northgate DC,402.2,7.05,39.1,65.47,pickup
T03219,V004,D003,2026-04-16,Harbor Terminal,Airport Cargo,221.7,3.21,23.6,40.66,delivery
T04062,V007,D004,2026-04-16,Airport Cargo,Eastfield Park,289.1,4.6,44.3,70.13,transfer
T04381,V095,D034,2026-04-16,Eastfield Park,Downtown Drop,28.1,0.65,2.8,4.57,delivery
T04603,V006,D006,2026-04-16,Riverside Hub,Downtown Drop,165.1,3.78,25.3,37.82,delivery
T04774,V104,D068,2026-04-16,Harbor Terminal,Downtown Drop,527.3,13.39,77.0,127.19,transfer
T04845,V052,D065,2026-04-16,Eastfield Park,Airport Cargo,444.1,8.64,41.3,66.51,transfer
T04883,V044,D020,2026-04-16,Springfield Depot,Harbor Terminal,280.9,6.85,30.6,51.57,delivery
T04934,V047,D050,2026-04-16,Eastfield Park,Harbor Terminal,52.1,1.27,6.0,10.38,delivery
T05069,V026,D021,2026-04-16,Springfield Depot,Airport Cargo,66.0,1.03,11.0,17.38,pickup
T05098,V007,D004,2026-04-16,Eastfield Park,Downtown Drop,554.8,8.75,61.6,106.94,delivery
T05171,V050,D007,2026-04-16,Downtown Drop,Airport Cargo,567.1,8.36,65.8,98.66,service_run
T00152,V102,D038,2026-04-17,Harbor Terminal,Northgate DC,172.2,4.46,23.0,34.19,service_run
T00316,V038,D011,2026-04-17,Downtown Drop,Riverside Hub,53.2,0.88,7.6,12.28,pickup
T00324,V050,D007,2026-04-17,Eastfield Park,Springfield Depot,388.2,9.39,37.3,54.67,transfer
T00531,V040,D067,2026-04-17,Springfield Depot,Westside Yard,64.5,1.43,7.5,12.43,delivery
T00772,V063,D010,2026-04-17,Downtown Drop,Riverside Hub,118.1,2.12,13.7,21.47,transfer
T00818,V095,D034,2026-04-17,Riverside Hub,Eastfield Park,27.6,0.46,2.5,4.26,transfer
T01390,V018,D028,2026-04-17,Riverside Hub,Westside Yard,116.9,1.83,12.9,20.53,service_run
